source;sheet;row;code;resolved_factory;inn;name;output;status;changed;applied;problems
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2101;699-219349;"ООО ""КБ Пожарной Автоматики"", Россия, г.Саратов, ИНН 6452063705, КПП 645201001, support@rubezh.ru";6452063705;Модуль релейный, 4 выхода РМ4-R2 ПАСН.423149.027 по типу ТУ№ 50-01/РЧ-028403 от 26 ноября 2019 г. п. 39. Масса-0,0002 т.;Модуль релейный, 4 выхода РМ4-R2 ПАСН.423149.027 № 50-01/РЧ-028403 от 26 ноября 2019 г. п. 39. Масса-0,0002 т;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;2230;19-138362-С;"ООО ""Газснабинвест"", ИНН 6450925261";6450925261;Устройство заземляющее от статического электричества кожуха теплоизоляции трубопровода ЗК по типу ТУ 3414-031-96950580-2013.;Устройство заземляющее от статического электричества кожуха теплоизоляции трубопровода ЗК;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1614;19-473303-С;"ООО ""Ньюфрост"", ИНН 5037003085";5037003085;"Термостабилизатор ТСГ-16; Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.1029.100-ТСГ.ОЛ5 инв.№047681/0004.";"Термостабилизатор ТСГ-16; Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.1029.100-ТСГ.ОЛ5 инв.№047681/0004";ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1836;6310-410692;"ЗАО ""Эмис"", Россия, г. Челябинск, ИНН 7729428453, КПП 745201001, sales@emis-kip.ru";7729428453;Расходомер электромагнитный Расходомер ЭМИС-МАГ 270 по типу ТУ 4213-030-14145564-2011 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0019.005-АК.ОЛ инв.№10178352. Масса-0,0125 т.;Расходомер электромагнитный Расходомер -МАГ 270 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0019.005-АК.ОЛ инв.№10178352. Масса-0,0125 т;ЗЕЛЁНЫЙ;True;ЭМИС;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;2465;13-398791-С;"АО ""Трубодеталь"", ИНН 7451047011";7451047011;Тройник Т I 530(14,0К60)х219(8,0К48)-10,0(15,0)-0,660-50 ТУ 1469-019-04834179-2014.;Тройник Т I 530(14,0К60)х219(8,0К48)-10,0(15,0)-0,660-50;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2170;629-283207;"ООО ""ИМПУЛЬС"", ИНН 6453097908";6453097908;Модуль связи ведущий МСВ-R2 ПАСН.423149.096 по типу ТУ№ 50-023-057378 от 29 декабря 2022 г. п. 2. Масса-0,0002 т.;Модуль связи ведущий МСВ-R2 ПАСН.423149.096 № 50-023-057378 от 29 декабря 2022 г. п. 2. Масса-0,0002 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2415;670-175435;"ОАО ""Манотомь"", ИНН 7021000501";7021000501;Манометр показывающий: диаметр корпуса 160 мм-нержавеющая сталь, климатическое исполнение УХЛ1, диапазон показаний от 0 до 10 МПа, класс точности 1,0, с радиальным штуцером без фланца, с резьбой присоединительного штуцера М20х1,5-8g, степень защиты IP54, пломба МП4-УУХЛ1-10 MPa-1-IP54-Пл по типу ТУ 25-02.180335-84№ 50-01/МШ-013479 от 9 декабря 2020 г. п. 2. Масса-0,0012 т.;Манометр показывающий: диаметр корпуса 160 мм-нержавеющая сталь, климатическое исполнение УХЛ1, диапазон показаний от 0 до 10 МПа, класс точности 1,0, с радиальным штуцером без фланца, с резьбой присоединительного штуцера М20х1,5-8g, степень защиты IP54, пломба MPa-1-IP54-Пл № 50-01/МШ-013479 от 9 декабря 2020 г. п. 2. Масса-0,0012 т;ЗЕЛЁНЫЙ;True;МП4-У;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;949;19-446652-С;"ООО ""НЕД-Пермь"", Россия, г. Пермь, ИНН 5905261720, КПП 590201001, office@ned-perm.ru";5905261720;Кабель монтажный универсальный 5х2х1,0ок-0,660 НЕД-Плагум КУМЭВЭВнг(А)-LS-ХЛ по типу ТУ 27.32.13-003-85082376-2016.;Кабель монтажный универсальный 5х2х1,0ок-0,660 КУМЭВЭВнг(А)-LS-ХЛ;ЗЕЛЁНЫЙ;True;НЕД-Плагум;
009256_УСВР_СМР_1-7_ЖИГ(1).xlsx;Готово;352;101-90480-В7;"ООО ""К-ФЛЕКС"", ИНН 5017057156";5017057156;"Грунт-эмаль СБЭ-111 ""Унипол"" марки В-СЭ";"Грунт-эмаль СБЭ-111 ""Унипол"" марки В-СЭ";ЗЕЛЁНЫЙ;False;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1565;639-219240;"ООО ""КБ Пожарной Автоматики"", ИНН 6452063705";6452063705;Оповещатель охранно-пожарный комбинированный светозвуковой адресный ОПОП 124-R2 ПАСН.425542.002 по типу ТУ№ 50-016-021258 от 18 мая 2023 г. п. 1. Масса-0,0002 т.;Оповещатель охранно-пожарный комбинированный светозвуковой адресный ОПОП 124-R2 ПАСН.425542.002 № 50-016-021258 от 18 мая 2023 г. п. 1. Масса-0,0002 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;698;640-410994;"ЗАО ""АлтайСпецИзделия"", Россия, г.Барнаул, ИНН 2224130666, КПП 222201001, altaispecisdelia@yandex.ru";2224130666;Колодец приемный зачистки аварийного резервуара по типу ТУ 3689-006-81017117-2012 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЖК.000.0715.006-ТХВ.ОЛ3 инв.№10178378.;Колодец приемный зачистки аварийного резервуара Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЖК.000.0715.006-ТХВ.ОЛ3 инв.№10178378;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.2(1).xlsx;выборка оборудования;37;604-456101-Ш;"ПАО ""Газпром Автоматизация"", Россия, Москва, ИНН 7704028125, КПП 772401001, gazauto@gazauto.gazprom.ru";7704028125;Шефмонтажные работы. Оборудование ШУ КГС №428 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.Кг.428.0000.000-АТТ.ОЛ1 (изм.3) инв.№026704/0004. Масса-0 т.;Шефмонтажные работы. Оборудование ШУ КГС №428 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.Кг.428.0000.000-АТТ.ОЛ1 (изм.3) инв.№026704/0004. Масса-0 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2172;609-229662;"ЗАО ""Эридан"", Россия, г.Березовский, ИНН 6604007264, КПП 667801001, market@eridan-zao.ru";6604007264;"Оповещатель пожарный светозвуковой взрывозащищенный с постоянно присоединенной внешней взрывозащищенной клеммной коробкой с одним кабельным вводом и двумя заглушками, с надписью ""ЗАГАЗОВАННОСТЬ 2 Порог"" красными буквами на черном фоне, с козырьком, напряжение питания 24В Экран-СЗ-ККВ-К1-24VDC, ЗАГАЗОВАННОСТЬ 2 Порог (К/Ч), КВБ17, ЗГ, ЗГ, СЗК Экран по типу ТУ 4371-007-43082497-05№ 50-01/МШ-006291 от 20 июля 2020 г. п. 6. Масса-0,0035 т.";"Оповещатель пожарный светозвуковой взрывозащищенный с постоянно присоединенной внешней взрывозащищенной клеммной коробкой с одним кабельным вводом и двумя заглушками, с надписью ""ЗАГАЗОВАННОСТЬ 2 Порог"" красными буквами на черном фоне, с козырьком, напряжение питания 24В Экран-СЗ-ККВ-К1-24VDC, ЗАГАЗОВАННОСТЬ 2 Порог (К/Ч), КВБ17, ЗГ, ЗГ, СЗК Экран № 50-01/МШ-006291 от 20 июля 2020 г. п. 6. Масса-0,0035 т";ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;946;603-394953-Ш;"ООО ""Гермес Групп"", Россия, Санкт-Петербург, ИНН 7805539158, КПП 781001001, office@germesgroup.com";7805539158;Шефмонтажные работы. Блок-бокс канализационной насосной станции промышленных сточных вод Q-25 м3/ч, H-125м по типу ТУ 4859-002-69211495-2014 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ТБПО.000.2018.013-ВК.ОЛ инв.№10171622.;Шефмонтажные работы. Блок-бокс канализационной насосной станции промышленных сточных вод Q-25 м3/ч, H-125м Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ТБПО.000.2018.013-ВК.ОЛ инв.№10171622;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;527;630-407168;"ООО ""ПГА-Инжиниринг"", Россия, Москва, ИНН 9717081271, КПП 500301001, info@pgaeng.ru";9717081271;Установка газового пожаротушения автоматическая по типу ТУ 28.29.22-003-39107398-2019 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0507.022-ГПТ.ОЛ1 инв.№10172630. Масса-1,162 т.;Установка газового пожаротушения автоматическая Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0507.022-ГПТ.ОЛ1 инв.№10172630. Масса-1,162 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;722;649-461911;"ООО ""Элком +"", Россия, г.Томск";7019013550;"Место рабочее автоматизированное Администратора ЛКЦМ.464421.ADM-03-PK-210.1, в составе: ноутбук; сумка для ноутбука; комплект предустановленного ПО, кабели для программирования радиостанций. по типу ТУ 26.30.23-004-36294750-2018. Масса-0,02 т.";"Место рабочее автоматизированное Администратора, в составе: ноутбук; сумка для ноутбука; комплект предустановленного, кабели для программирования радиостанций. Масса-0,02 т";ЗЕЛЁНЫЙ;True;ЛКЦМ.;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;397;640-437058;"АО ""Энергомаш"", Россия, г.Великий Новгород, ИНН 5321105540, КПП 532101001, office@energomash-nov.ru";5321105540;Кран шаровой фланцевый DN 300 ANSI 900 с ручным приводом ТУ 3742-005-79900391-2014 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0921.000-ИК1-2.ОЛ10-5 инв.№10172339.;Кран шаровой фланцевый DN 300 ANSI 900 с ручным приводом комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0921.000-ИК1-2.ОЛ10-5 инв.№10172339;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;563;634-379326;"ЗАО ""Курганспецарматура"", Россия, г. Курган, ИНН 4501153735, КПП 450101001, info@ksa45.ru";4501153735;Задвижка запорная клиновая DN 50 PN 25,0 МПа с электроприводом ТУ 3741-008-62603588-2010 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.Кг.424.0000.000-ТХ1.ОЛ10-1 инв.№10171426№ 50-01/АВ-052742 от 1 декабря 2023 г. п. 26. Масса-0,103 т.;Задвижка запорная клиновая DN 50 PN 25,0 МПа с электроприводом комплектация по обосновывающему документу 0092.049.Р.13/1.0004.Кг.424.0000.000-ТХ1.ОЛ10-1 инв.№10171426№ 50-01/АВ-052742 от 1 декабря 2023 г. п. 26. Масса-0,103 т;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1503;13-469414-С;"ЗАО ""ДС Контролз"", ИНН 5321065626";5321065626;Блок предохранительных клапанов DN 150 ANSI 900 ТУ 3742-015-49148464-2015 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0077.001-ТХ1.ОЛ10-13 (изм.1) инв.№10170626.;Блок предохранительных клапанов DN 150 ANSI 900 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0077.001-ТХ1.ОЛ10-13 (изм.1) инв.№10170626;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2150;105-93989-С;"ООО ""Энергофинстрой"" , ИНН 7710379611";7710379611;Крыша километрового обзора ЭФС.К-2 по типу ТУ 3435-005-57060080-2012. Масса-0,003 т.;Крыша километрового обзора ЭФС.К-2 Масса-0,003 т;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;706;13-445270-С;"ООО ""Завод ТАТКАБЕЛЬ"", ИНН 1657259971";1657259971;Кабель 5х150мс(N,PE)-1 ИнСил-ВБВнг(А)-LS-ХЛ по типу ТУ 3500-002-92800518-2013.;Кабель 5х150мс(N,PE)-1 ИнСил-ВБВнг(А)-LS-ХЛ;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1584;648-440865;"ООО ""Международная группа компаний ""Световые технологии"" (OOO ""МГК ""Световые технологии""), Россия, г. Москва, ИНН 7715723321, КПП 771501001, info@msk.LTcompany.com";7715723321;Светильник светодиодный с опаловым рассеивателем, потолочный, 48 Вт, УХЛ2, IP65. Код светильника 1074000600 LZ.OPL ECO LED 1200 4000К по типу ТУ 27.40.25-001-88466159-2019№ 50-023-028753 от 29 июля 2024 г. п. 32. Масса-0,0037 т.;Светильник светодиодный с опаловым рассеивателем, потолочный, 48 Вт, УХЛ2, IP65. Код светильника 1074000600 LZ.OPL ECO LED 1200 4000К № 50-023-028753 от 29 июля 2024 г. п. 32. Масса-0,0037 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1810;630-312806;"ООО ""ДорХан - Торговый Дом"", Россия, Московская обл., Одинцовский р-н, с. Акулово, ИНН 5032136476, КПП 503201001, info@doorhan.ru";5032136476;Ворота подъемно-секционные промышленные с калиткой размером 2000х800мм. Размер 4300х4250 мм, цвет снаружи RAL 7004 серый, цвет изнутри RAL 9003 белый, ручной и электрический привод, тип поверхности stucco, количество циклов открывания/закрывания 25000. Коэффициент теплопроводности не менее 0,8 Вт/(м2 грС), звукоизоляция 24дБ, ветровой район II. DoorHan ISD01 по типу ТУ 28.12.10.112-001-58988507-2017. Масса-0,55 т.;Ворота подъемно-секционные промышленные с калиткой размером 2000х800мм. Размер 4300х4250 мм, цвет снаружи RAL 7004 серый, цвет изнутри RAL 9003 белый, ручной и электрический привод, тип поверхности stucco, количество циклов открывания/закрывания 25000. Коэффициент теплопроводности не менее 0,8 Вт/(м2 грС), звукоизоляция 24дБ, ветровой район II. DoorHan ISD01 Масса-0,55 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;402;630-418600;"ПКФ ""Экс-Форма"", Россия, г.Саратов, ИНН 

6455004320, КПП 643201001, exform@exform.ru, market@exform.ru";6455004320;Пункт газорегуляторный шкафного типа ГРПШ-РДК-ЭКФО-50С-1/1-4-46-ЭО-ХЛ-СГ на базе 2-х РДК-ЭКФО-50/20С2, с электрообогревом, со счётчиком электроэнергии и керамическим утеплением, климатическое исполнение УХЛ ГРПШ-РДК-ЭКФО-50С-1/1-4-46-ЭО-ХЛ-СГ, по типу ТУ 4859-022-12213528-05 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ТБПО.000.0000.000-ГСН.ОЛ инв.№10179402, 0092.049.Р.13/1.0004.ТБПО.000.0000.000-ГСН.Н инв.№10179403. Масса-0,47 т.;Пункт газорегуляторный шкафного типа ГРПШ-РДК-ЭКФО-50С-1/1-4-46-ЭО-ХЛ-СГ на базе 2-х РДК-ЭКФО-50/20С2, с электрообогревом, со счётчиком электроэнергии и керамическим утеплением, климатическое исполнение УХЛ ГРПШ-РДК-ЭКФО-50С-1/1-4-46-ЭО-ХЛ-СГ, комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ТБПО.000.0000.000-ГСН.ОЛ инв.№10179402, 0092.049.Р.13/1.0004.ТБПО.000.0000.000-ГСН.Н инв.№10179403. Масса-0,47 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;180;631-397614;"ООО ""Газснабинвест"", Россия, г.Саратов, ИНН 6450925261, КПП 645001001, office@gazsnabinvest.ru,";6450925261;Резервуар противопожарного запаса воды V-200м3 КРЕО 0,2-Г-0,05-ВТ-ХЛ1-1011 по типу ТУ 5265-046-96950580-2016 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ТБПО.000.2313.007-ВК.ОЛ инв.№10171616. Масса-41,35 т.;Резервуар противопожарного запаса воды V-200м3 КРЕО 0,2-Г-0,05-ВТ-ХЛ1-1011 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ТБПО.000.2313.007-ВК.ОЛ инв.№10171616. Масса-41,35 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2205;6310-397478;"ЗАО СКБ ""Термоприбор"", ИНН 7724123433";7724123433;"Термопреобразователь сопротивления взрывозащищённый с видом взрывозащиты ""Взрывонепроницаемая оболочка"" ТСПУ 011.151.ХТ-Э1 для работы в диапазоне температуры окружающей среды от минус 60 до плюс 70 град.С, с выходным токовым сигналом 4-20 мА+HART, с диапазоном измеряемой температуры от минус 60 до плюс 120 град.С, с диапазоном настройки от минус 60 до плюс 120 град.С с основной приведенной погрешностью  0,25%, с 2- мя ЧЭ, с 2-х проводной схемой подключения к линии потребителя, с длиной соединительного кабеля 5000 мм, с внешней оболочкой соединительного кабеля на основе нержавеющей трубы, для установки на трубу ф114 мм, с корпусом типа ""К1"" наземного исполнения с головкой типа ""Г6/2"", с кабельным вводом типа ""КВ5"" с заземлением брони кабеля внутри кабельного ввода для параметров кабеля: диаметр с броней D-9-17мм, диаметр со снятой броней d-6-12мм, с комплектом монтажных частей, в комплекте с УЗИП ТЕРМ 002, с видом метрологической приемки ""Поверка"". ТСПУ 011.151.ХТ-Э1-Exd-4/20-(-60/120)-0,25-2-2-5000-114-Н-К1/Г6/2-КВ5(D9-17/d6-12)-К-П в комплекте с УЗИП ТЕРМ 002-Exd по типу ТУ ВБАЛ 2.821.011№ 50-023-052451 от 30 ноября 2023 г. п. 30. Масса-0,0085 т.";"Термопреобразователь сопротивления взрывозащищённый с видом взрывозащиты ""Взрывонепроницаемая оболочка"" ТСПУ 011.151.ХТ-Э1 для работы в диапазоне температуры окружающей среды от минус 60 до плюс 70 град.С, с выходным токовым сигналом 4-20 мА+HART, с диапазоном измеряемой температуры от минус 60 до плюс 120 град.С, с диапазоном настройки от минус 60 до плюс 120 град.С с основной приведенной погрешностью 0,25%, с 2- мя ЧЭ, с 2-х проводной схемой подключения к линии потребителя, с длиной соединительного кабеля 5000 мм, с внешней оболочкой соединительного кабеля на основе нержавеющей трубы, для установки на трубу ф114 мм, с корпусом типа ""К1"" наземного исполнения с головкой типа ""Г6/2"", с кабельным вводом типа ""КВ5"" с заземлением брони кабеля внутри кабельного ввода для параметров кабеля: диаметр с броней D-9-17мм, диаметр со снятой броней d-6-12мм, с комплектом монтажных частей, в комплекте с УЗИП ТЕРМ 002, с видом метрологической приемки ""Поверка"". ТСПУ 011.151.ХТ-Э1-Exd-4/20-(-60/120)-0,25-2-2-5000-114-Н-К1/Г6/2-КВ5(D9-17/d6-12)-К-П в комплекте с УЗИП ТЕРМ 002-Exd № 50-023-052451 от 30 ноября 2023 г. п. 30. Масса-0,0085 т";ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;80;668-518739-2;"ПАО ""Газпром Автоматизация"", ИНН 7704028125";7704028125;"Подстанция двухтрансформаторная блочно-комплектная; электрической мощностью 1000 кВа, частотой 50 Гц; модульного исполнения; с номинальным напряжением 10/0,4 кВ; с трансформатором трехфазным, сухим, с естественным воздушным охлаждением при защищенном исполнении, с алюминиевой обмоткой; с схемой и группой соединений трансформатора треугольник  звезда с 0; с двустронним типом обслуживания; с наличием УКРМ, мощностью 200 кВар; со степенью регулировки УКРМ  25 кВар; с наличием АВР; с наличием аварийного ввода от ДЭС; с номинальным током сборных шин 630/1600; с наличием ИБП и СОПТ; с распределительным устройством; с прибором учета электроэнергии на вводе 0,4 кВ; с наличием высоковольтной ячейки; с наличием ОПН; в сейсмостойком исполнении; климатического исполнения УХЛ (умеренного и холодного климата), категория размещения 1 (на открытом воздухе согласно ГОСТ 15150-69 2-БКТП-1000-М-10/0,4-СЗ(Al)-Д/У-Д-УКРМ-200-25-0-АВР-А-630/1600-ИБП-РУ-УЭВ-УЭЛ-УВН-ОПН-0-0-С-УХЛ-1 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.КОС.045.4507.007-ЭМ.ОЛ1 (изм.2). Масса-40, т.";"Подстанция двухтрансформаторная блочно-комплектная; электрической мощностью 1000 кВа, частотой 50 Гц; модульного исполнения; с номинальным напряжением 10/0,4 кВ; с трансформатором трехфазным, сухим, с естественным воздушным охлаждением при защищенном исполнении, с алюминиевой обмоткой; с схемой и группой соединений трансформатора треугольник звезда с 0; с двустронним типом обслуживания; с наличием УКРМ, мощностью 200 кВар; со степенью регулировки УКРМ 25 кВар; с наличием АВР; с наличием аварийного ввода от ДЭС; с номинальным током сборных шин 630/1600; с наличием ИБП и СОПТ; с распределительным устройством; с прибором учета электроэнергии на вводе 0,4 кВ; с наличием высоковольтной ячейки; с наличием ОПН; в сейсмостойком исполнении; климатического исполнения УХЛ (умеренного и холодного климата), категория размещения 1 (на открытом воздухе согласно ГОСТ 15150-69 2-БКТП-1000-М-10/0,4-СЗ(Al)-Д/У-Д-УКРМ-200-25-0-АВР-А-630/1600-ИБП-РУ-УЭВ-УЭЛ-УВН-ОПН-0-0-С-УХЛ-1 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.КОС.045.4507.007-ЭМ.ОЛ1 (изм.2). Масса-40, т";ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1956;640-339907;"АО ""Сантехпром"", Россия, Москва, ИНН 7718014490, КПП 771801001, mail@santexprom.ru";7718014490;"Радиатор ""Сантехпром БМ"" с монтажной высотой 500мм, из 9-ти секций и с номинальным тепловым потоком 1,62 кВт с универсальным монтажным комплектом G1/2 РБС-500-9-1,665 ГОСТ 31311-2022.";Радиатор с монтажной высотой 500мм, из 9-ти секций и с номинальным тепловым потоком 1,62 кВт с универсальным монтажным комплектом G1/2 РБС-500-9-1,665 ГОСТ 31311-2022;ЗЕЛЁНЫЙ;True;сантехпром;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2635;630-247824;"ООО ""Алсера"" , Россия, Москва, ИНН 7715757659, КПП 771501001, info@alsera.ru";7715757659;"Водонагреватель накопительный, настенный ""Аriston"" с мощностью 1,5кВт и объемом 50л PRO1 R ABS 50 V SLIM. Масса-0,019 т.";"Водонагреватель накопительный, настенный ""Аriston"" с мощностью 1,5кВт и объемом 50л PRO1 R ABS 50 V SLIM. Масса-0,019 т";ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1705;699-219335;"ООО ""КБ Пожарной Автоматики"", ИНН 6452063705";6452063705;Метка адресная, 4 ШС АМ4-R2 ПАСН.423149.027 по типу ТУ№ 50-01/РЧ-028403 от 26 ноября 2019 г. п. 43. Масса-0,0002 т.;Метка адресная, 4 ШС АМ4-R2 ПАСН.423149.027 № 50-01/РЧ-028403 от 26 ноября 2019 г. п. 43. Масса-0,0002 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1908;619-249592;"АО ""ДКС"", Россия, Москва, ИНН 6905062011, КПП 695001001, info@dkc.ru";6905062011;"Шкаф серверный 2000мм x 600мм x 1200мм: крыша, основание для корпусов CQE (R5KTB612FITB) - 1шт.; стойки вертикальные (R5KMN20B) - 1 компл.; вертикальные профили 19"" (R5VUG42L) - 2 компл.; рейка боковая (R5PDL1200) - 1 компл.; панель боковая (R5ITCPLK20120B) - 1 компл.; дверь одностворчатая (R5ITCPMM2060B) - 2 шт.; панель крыши с щеточным  вводом (R5FSIT600B) - 3 шт.; ножки регулируемые (R5A45) - 1 компл.; заглушка 19"" (R5PRK1B) - 24 шт.; кабельный органайзер 19"" (R5CP1961HEB) - 7 шт.; короб перфорированный (01108RL) - 5 шт.; полка стационарная (R5RFLIT120B) - 4 шт.; полка регулируемая (R5RERIT810B) - 4 шт.; держатель кабеля (R5ITCL6060) - 2 компл.; кабели заземления (R5SGC05) - 1 компл.; шина заземления (R5SGB19) - 1 шт.; уплотнитель для ввода кабеля (R5FPC600) - 2 шт.; потолочный модуль на 2 вентилятора (R5VSIT6002F) - 1 шт.; термостат (R5THV2) - 1 шт. по типу ТУ 3430-030-47022248-2011№ 50-01/АВ-024519 от 31 августа 2021 г. п. 17. Масса-0,19 т.";"Шкаф серверный 2000мм x 600мм x 1200мм: крыша, основание для корпусов CQE ( - 1шт.; стойки вертикальные ( - 1 компл.; вертикальные профили 19"" ( - 2 компл.; рейка боковая ( - 1 компл.; панель боковая ( - 1 компл.; дверь одностворчатая ( - 2 шт.; панель крыши с щеточным вводом ( - 3 шт.; ножки регулируемые ( - 1 компл.; заглушка 19"" ( - 24 шт.; кабельный органайзер 19"" ( - 7 шт.; короб перфорированный (01108RL) - 5 шт.; полка стационарная ( - 4 шт.; полка регулируемая ( - 4 шт.; держатель кабеля ( - 2 компл.; кабели заземления ( - 1 компл.; шина заземления ( - 1 шт.; уплотнитель для ввода кабеля ( - 2 шт.; потолочный модуль на 2 вентилятора ( - 1 шт.; термостат ( - 1 шт. № 50-01/АВ-024519 от 31 августа 2021 г. п. 17. Масса-0,19 т";ЗЕЛЁНЫЙ;True;R5;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;355;640-437093;"АО ""Энергомаш"", Россия, г.Великий Новгород, ИНН 5321105540, КПП 532101001, office@energomash-nov.ru";5321105540;Клапан обратный осесимметричный DN 300 PN 12,5 МПа фланцевый ТУ 3742-004-79900391-2013 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0921.000-ИК1-2.ОЛ10-8 инв.№10172342.;Клапан обратный осесимметричный DN 300 PN 12,5 МПа фланцевый комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0921.000-ИК1-2.ОЛ10-8 инв.№10172342;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2762;639-408605;"ООО ""ВИСТЛ"", Россия, г. Москва, ИНН 7722433768, КПП 772401001, mail@vistl.ru sales@vistl.ru proekt@vistl.ru (для проектов)";7722433768;"Оповещатель охранно-пожарный световой с белой надписью ""Вентилятор включен"" на зеленом фоне ""Молния-220"" по типу ТУ 26.30.50-004-24433376-2022. Масса-0,00022 т.";"Оповещатель охранно-пожарный световой с белой надписью ""Вентилятор включен"" на зеленом фоне ""Молния-220"" Масса-0,00022 т";ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1618;19-472340-С;"ООО ""Ньюфрост"", ИНН 5037003085";5037003085;Термостабилизатор ТСГ-14 ТУ 3642-002-78046368-2011. Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.5102.000-ТСГ6.ОЛ1 инв.№046375/0004.;Термостабилизатор ТСГ-14 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.5102.000-ТСГ6.ОЛ1 инв.№046375/0004;ЗЕЛЁНЫЙ;True;;
