Код Autodocs;Завод;Исходное;v15;Статус;KEEP loss;Idempotence fail;Residual confirmed;Референс
39326;"ОАО  ""Борская войлочная фабрика"" , Россия, г.Бор, ИНН 5246014115, КПП 524601001, sales@borvf.ru";Войлок технический грубошерстный для изоляции ГИ 20 толщина 20мм ГОСТ 6418-81;Войлок технический грубошерстный для изоляции ГИ 20 толщина 20мм ГОСТ 6418-81;ЗЕЛЁНЫЙ;False;False;;Войлок технический грубошерстный для изоляции ГИ 20 толщина 20мм ГОСТ 6418-81
133583;"АО ""ДКС"", ИНН 6905062011";Короб с крышкой с направляющими для установки разделителей TA-GN 80x40 ТУ 3449-009-47022248-2010;Короб с крышкой с направляющими для установки разделителей TA-GN 80x40;ЗЕЛЁНЫЙ;False;False;;Короб с крышкой с направляющими для установки разделителей TA-GN 80x40
261926;"ООО Фирма ""Саратовгазприборавтоматика"" , Россия, г.Саратов, ИНН 6454001567, КПП 645401001, sgpa@sgpa.ru";Клапан-отсекатель фланцевый АЯД 2.505.193-01 в комплекте с ответными фланцами DN 100 PN 16 МПа,климатическое исполнение ХЛ1 ТУ 3742-024- 00158824-99 комплектация по обосновывающему документу 0015.003.Р.1/2.0004.Скг.309.0000.000-ТХ.ОЛ1 инв.№10113398;Клапан-отсекатель фланцевый АЯД 2.505.193-01 в комплекте с ответными фланцами DN 100 PN 16 МПа,климатическое исполнение ХЛ1 00158824-99 комплектация по обосновывающему документу 0015.003.Р.1/2.0004.Скг.309.0000.000-ТХ.ОЛ1 инв.№10113398;ЗЕЛЁНЫЙ;False;False;;Клапан-отсекатель фланцевый АЯД 2.505.193-01 в комплекте с ответными фланцами DN 100 PN 16 МПа,климатическое исполнение ХЛ1 комплектация по обосновывающему документу 0015.003.Р.1/2.0004.Скг.309.0000.000-ТХ.ОЛ1 инв.№10113398
85991;"ООО ""Элита-Мск"", Россия, Москва, ИНН 7719595494, КПП 771901001, msk@elitacompany.ru";Насос дренажный 10 л/ч, максимальная высоста всасывания 2,5 метра, Nmax=18 Вт Sauermann Si 2750;Насос дренажный 10 л/ч, максимальная высоста всасывания 2,5 метра, Nmax=18 Вт Si 2750;ЗЕЛЁНЫЙ;False;False;;Насос дренажный 10 л/ч, максимальная высоста всасывания 2,5 метра, Nmax=18 Вт Sauermann Si 2750
517519;"ООО ""Компания Рэмэкс-Энерго"", ИНН 5031038638";Котельная автоматизированная блочно-модульная РЭМЭКС-22,5/5 в комплекте с водогрейными котлами Теплофор, дымовой трубой и газоходами, установленной мощностью 22,5 Мвт ТУ 3112-011-62358574-2015 Комплектация по обосновывающему документу 0762.015.Р.5/1.0004.ПБ.001.1401.016-ТМ.ТЗ, 0762.015.Р.5/1.0004.ПБ.001.1401.016-ТМ.Н;Котельная автоматизированная блочно-модульная РЭМЭКС-22,5/5 в комплекте с водогрейными котлами Теплофор, дымовой трубой и газоходами, установленной мощностью 22,5 Мвт Комплектация по обосновывающему документу 0762.015.Р.5/1.0004.ПБ.001.1401.016-ТМ.ТЗ, 0762.015.Р.5/1.0004.ПБ.001.1401.016-ТМ.Н;ЗЕЛЁНЫЙ;False;False;;Котельная автоматизированная блочно-модульная РЭМЭКС-22,5/5 в комплекте с водогрейными котлами Теплофор, дымовой трубой и газоходами, установленной мощностью 22,5 Мвт Комплектация по обосновывающему документу 0762.015.Р.5/1.0004.ПБ.001.1401.016-ТМ.ТЗ, 0762.015.Р.5/1.0004.ПБ.001.1401.016-ТМ.Н
202782;"ОАО ""Промприбор"", Россия, г.Ливны, ИНН 5702000191, КПП 570201001, SALES@PROMPIBOR.RU";Система измерительная АСН-12ВГ НОРД Ду 100 (0-ЭМИС) ХЛ2 ТУ 4213-166-05806720-2002 комплектация по обосновывающему документу 0092.020.004.П5.0004.149.0002.0803.017-ТХ.ОЛ2;Система измерительная АСН-12ВГ НОРД Ду 100 (0-ЭМИС) ХЛ2 комплектация по обосновывающему документу 0092.020.004.П5.0004.149.0002.0803.017-ТХ.ОЛ2;ЗЕЛЁНЫЙ;False;False;;Система измерительная АСН-12ВГ НОРД Ду 100 (0-ЭМИС) ХЛ2 комплектация по обосновывающему документу 0092.020.004.П5.0004.149.0002.0803.017-ТХ.ОЛ2
465525;"ОАО ""ЛОМО"", ИНН 7804002321";Микроскоп металлографический с системой визуализации изображения. Габариты, мм – 510х370х470 МЕТАМ ЛВ-41 ТУ 4435-04-07502348-95;Микроскоп металлографический с системой визуализации изображения. Габариты, мм – 510х370х470 МЕТАМ ЛВ-41;ЗЕЛЁНЫЙ;False;False;;Микроскоп металлографический с системой визуализации изображения. Габариты, мм – 510х370х470 МЕТАМ ЛВ-41
72908;"Торгово-промышленная компания  ""ДС"", Россия, п.Румянцево";Шкаф сушильный универсальный для сушки боевой одежды и пожарных рукавов.Напряжение, В-220. Мощность, кВт 1.1. Габариты, мм-780х750х2000 STS 900;Шкаф сушильный универсальный для сушки боевой одежды и пожарных рукавов.Напряжение, В-220. Мощность, кВт 1.1. Габариты, мм-780х750х2000 STS 900;ЖЁЛТЫЙ;False;False;;Шкаф сушильный универсальный для сушки боевой одежды и пожарных рукавов.Напряжение, В-220. Мощность, кВт 1.1. Габариты, мм-780х750х2000 STS 900
59341;"ОАО ""Суксунский оптико-механический завод"", Россия, пгт.Суксун, ИНН 5951000096, КПП 595101001, sales@rosomz.ru";Очки защитные закрытые с прямой вентиляцией РОСОМЗ ЗП8 ЭТАЛОН ГОСТ Р 12.4.230.1-2007;Очки защитные закрытые с прямой вентиляцией РОСОМЗ ЗП8 ЭТАЛОН ГОСТ Р 12.4.230.1-2007;ЗЕЛЁНЫЙ;False;False;;Очки защитные закрытые с прямой вентиляцией РОСОМЗ ЗП8 ЭТАЛОН ГОСТ Р 12.4.230.1-2007
445645;"ООО ""Арктика Групп"", Россия, г. Москва, ИНН 7713418548, КПП 771301001, arktika@arktika.ru; arktika@mail.ru";Решетка наружная с неподвижными жалюзи, белого цвета RAL9016, арт. 25732 АРН 1400х1300 ТУ 4863-049-53261172-2015;Решетка наружная с неподвижными жалюзи, белого цвета RAL9016, АРН 1400х1300;ЗЕЛЁНЫЙ;False;False;;Решетка наружная с неподвижными жалюзи, белого цвета RAL9016, АРН 1400х1300
218588;"ООО ""Производственная Компания РЕЗОЛИТ"", Россия, г. Челябинск, ИНН 7448029693, КПП 744801001, rezolitpk@yandex.ru";Гайковерт ручной пневматический ударный прямой реверсивный. Максимальный момент затяжки,Нм-2000 ИП-3128Т ТУ 4833-005-49105556-2007;Гайковерт ручной пневматический ударный прямой реверсивный. Максимальный момент затяжки,Нм-2000 ИП-3128Т;ЗЕЛЁНЫЙ;False;False;;Гайковерт ручной пневматический ударный прямой реверсивный. Максимальный момент затяжки,Нм-2000
147020;"ООО ""НефтемашСистема"", Россия, г.Саратов, ИНН 6453077203, КПП 645301001, sales@nef-si.ru";Муфта сливная Ду 50 Ру 16кгс/см2 МС-С-50/16 У1 ТУ 3689-009-72549097-2004;Муфта сливная Ду 50 Ру 16кгс/см2 МС-С-50/16 У1;ЗЕЛЁНЫЙ;False;False;;Муфта сливная Ду 50 Ру 16кгс/см2 МС-С-50/16 У1
278960;"ООО ""ЛАН-НЕТВОРКС"", Россия, г. Москва, ИНН 9718168863, КПП 771801001, sales@adp.ru; sales@adp.ru";Патч-панель LANMASTER 24 порта, UTP, кат.6, 1U LAN-PPL24U6;Патч-панель LANMASTER 24 порта, UTP, кат.6, 1U LAN-PPL24U6;ЗЕЛЁНЫЙ;False;False;;Патч-панель LANMASTER 24 порта, UTP, кат.6, 1U LAN-PPL24U6
459233;"ООО ""Шоссейная 40"", Россия, МОСКВА, ИНН 5040140130, КПП 502701001, info@mrdoors.ru";Шкаф полувстроенный, 3410х2800х600 мм, для хранения документов, цвет Венге Комплектация по обосновывающему документу 4819.001.Р.0/0.0004.СОК.005.4301.001-АИ.ОЛ3 (изм.1) инв.№029099/0004;Шкаф полувстроенный, 3410х2800х600 мм, для хранения документов, цвет Венге Комплектация по обосновывающему документу 4819.001.Р.0/0.0004.СОК.005.4301.001-АИ.ОЛ3 (изм.1) инв.№029099/0004;ЗЕЛЁНЫЙ;False;False;;Шкаф полувстроенный, 3410х2800х600 мм, для хранения документов, цвет Венге Комплектация по обосновывающему документу 4819.001.Р.0/0.0004.СОК.005.4301.001-АИ.ОЛ3 (изм.1) инв.№029099/0004
207507;"ЗАО СКБ ""Термоприбор""";"Преобразователь температуры программируемый погружаемый с интеллектуальным HART-измерительным преобразователем Т32.1S, взрывозащищенный с видом взрывозащиты ""искробезопасная электрическая цепь"" по ТР ТС 012/2011 для работы при температуре окружающей среды от минус 60 до плюс 70 °С, со стандартной виброустойчивостью, с выходным токовым сигналом 4-20 мА, для диапазона измеряемых температур от минус 60 до плюс 200 °С, с настроенным диапазоном измеряемых температур от минус 60 до плюс 200 °С, с основной приведенной погрешностью ±0,25%, с защитным корпусом с длиной монтажной части 3150 мм и диаметром 10 мм из нержавеющей стали 12Х18Н10Т, с головкой типа ""Г2"", с подвижным штуцером М20х1,5, с кабельным вводом типа ""К"" с набором уплотнительных колец 13-16 мм, с видом метрологической приемки ТСПУ 031С/XT-W/Exi/С-4/20-(-60/200)-0,25-3150-10-Н-Г2-М20х1,5-1-К(13-16)-П (-60гр.С) РГАЖ 0.282.007 ТУ";"Преобразователь температуры программируемый погружаемый с интеллектуальным HART-измерительным преобразователем Т32.1S, взрывозащищенный с видом взрывозащиты ""искробезопасная электрическая цепь"" по ТР ТС 012/2011 для работы при температуре окружающей среды от минус 60 до плюс 70 °С, со стандартной виброустойчивостью, с выходным токовым сигналом 4-20 мА, для диапазона измеряемых температур от минус 60 до плюс 200 °С, с настроенным диапазоном измеряемых температур от минус 60 до плюс 200 °С, с основной приведенной погрешностью ±0,25%, с защитным корпусом с длиной монтажной части 3150 мм и диаметром 10 мм из нержавеющей стали 12Х18Н10Т, с головкой типа ""Г2"", с подвижным штуцером М20х1,5, с кабельным вводом типа ""К"" с набором уплотнительных колец 13-16 мм, с видом метрологической приемки ТСПУ 031С/XT-W/Exi/С-4/20-(-60/200)-0,25-3150-10-Н-Г2-М20х1,5-1-К(13-16)-П (-60гр.С) РГАЖ 0.282.007";ЗЕЛЁНЫЙ;False;False;;"Преобразователь температуры программируемый погружаемый с интеллектуальным HART-измерительным преобразователем Т32.1S, взрывозащищенный с видом взрывозащиты ""искробезопасная электрическая цепь"" по ТР ТС 012/2011 для работы при температуре окружающей среды от минус 60 до плюс 70 °С, со стандартной виброустойчивостью, с выходным токовым сигналом 4-20 мА, для диапазона измеряемых температур от минус 60 до плюс 200 °С, с настроенным диапазоном измеряемых температур от минус 60 до плюс 200 °С, с основной приведенной погрешностью ±0,25%, с защитным корпусом с длиной монтажной части 3150 мм и диаметром 10 мм из нержавеющей стали 12Х18Н10Т, с головкой типа ""Г2"", с подвижным штуцером М20х1,5, с кабельным вводом типа ""К"" с набором уплотнительных колец 13-16 мм, с видом метрологической приемки ТСПУ 031С/XT-W/Exi/С-4/20-(-60/200)-0,25-3150-10-Н-Г2-М20х1,5-1-К(13-16)-П (-60гр.С) РГАЖ 0.282.007"
436026;"ООО ""Альваро"", Россия, г. Тюмень, ИНН 7203521940, КПП 720301001, info@alvarosan.ru";Раковина накладная из литьевого композита SOLIX SALINI 44 GLORIA 301_solix Артикул: 1102201M;Раковина накладная из литьевого композита SOLIX SALINI 44 GLORIA 301_solix;ЗЕЛЁНЫЙ;False;False;;Раковина накладная из литьевого композита SOLIX SALINI 44 GLORIA 301_solix
335412;"АО ""Завод ""Электропульт"", Россия, Санкт-Петербург";"Подстанция двухтрансформаторная блочно-комплектная; мощность КТП - 2х1000кВА, номинальное напряжение на стороне высокого напряжения - 10кВ, номинальное напряжение на стороне низкого напряжения - 0,4кВ, климатическое исполнение - УХЛ, категория размещения - 1. 2БКТП-1000/10/0,4-УХЛ1, ТУ 3412-029-71439231-2009. Комплектация по обосновывающему документу 0108.152.001.Р.0004.149.0000.4507.238-ЭМ.ОЛ1 (изм.1) инв.№10157664";"Подстанция двухтрансформаторная блочно-комплектная; мощность КТП - 2х1000кВА, номинальное напряжение на стороне высокого напряжения - 10кВ, номинальное напряжение на стороне низкого напряжения - 0,4кВ, климатическое исполнение - УХЛ, категория размещения - 1. 2БКТП-1000/10/0,4-УХЛ1, Комплектация по обосновывающему документу 0108.152.001.Р.0004.149.0000.4507.238-ЭМ.ОЛ1 (изм.1) инв.№10157664";ЗЕЛЁНЫЙ;False;False;;"Подстанция двухтрансформаторная блочно-комплектная; мощность КТП - 2х1000кВА, номинальное напряжение на стороне высокого напряжения - 10кВ, номинальное напряжение на стороне низкого напряжения - 0,4кВ, климатическое исполнение - УХЛ, категория размещения - 1. 2БКТП-1000/10/0,4-УХЛ1, Комплектация по обосновывающему документу 0108.152.001.Р.0004.149.0000.4507.238-ЭМ.ОЛ1 (изм.1) инв.№10157664"
481921;"ОАО ""НИТИ-Тесар"" , ИНН 6455003849";Блок подогрева масла. Производительность, л/мин- до 20. Диапазон нагрева, град.С- от минус 10 до плюс 70. Мощность, кВт-45,37. Габариты, мм-1350х700х1450 БПМ-903 ТУ 27.90-135-07548215-2017;Блок подогрева масла. Производительность, л/мин- до 20. Диапазон нагрева, град.С- от минус 10 до плюс 70. Мощность, кВт-45,37. Габариты, мм-1350х700х1450 БПМ-903;ЗЕЛЁНЫЙ;False;False;;Блок подогрева масла. Производительность, л/мин- до 20. Диапазон нагрева, град.С- от минус 10 до плюс 70. Мощность, кВт-45,37. Габариты, мм-1350х700х1450 БПМ-903
170489;"ООО ""Адьютор"", Россия, Санкт-Петербург";Тонометр механический. ИАД-01-2А ТУ 9441034-31881402-2011;Тонометр механический. ИАД-01-2А;ЗЕЛЁНЫЙ;False;False;;Тонометр механический. ИАД-01-2А
92138;"ООО ТД ""Урал ПАК"", ИНН 5918014278";Металлорукав негерметичный Р3-Ц-Х-32-УХЛ1 ТУ 22-5570-83;Металлорукав негерметичный Р3-Ц-Х-32-УХЛ1;ЗЕЛЁНЫЙ;False;False;;Металлорукав негерметичный Р3-Ц-Х-32-УХЛ1
343518;"ООО НПП ""Зелакс"", Россия, г. Зеленоград, ИНН 7735023078, КПП 773501001, direct@zelax.ru";Сервер консольный (терминальный) предназначен для удалённого управления различными устройствами через интерфейс RS-232 (V.24/V.28). MM-527RC-UNI УВЮА.460501.010 ТУ;Сервер консольный (терминальный) предназначен для удалённого управления различными устройствами через интерфейс RS-232 (V.24/V.28). MM-527RC-UNI;ЗЕЛЁНЫЙ;False;False;;Сервер консольный (терминальный) предназначен для удалённого управления различными устройствами через интерфейс RS-232 (V.24/V.28). MM-527RC-UNI УВЮА.460501.010
55765;"ПАО ""Казаньоргсинтез""";Отвод 90° ПЭ 80 63 SDR13,6 питьевая ТУ 2248-143-00203335-2002;Отвод 90° ПЭ 80 63 SDR13,6 питьевая;ЗЕЛЁНЫЙ;False;False;;Отвод 90° ПЭ 80 63 SDR13,6 питьевая
188652;"ЗАО ""ПрофКИП"", Россия, г.Мытищи, ИНН 5029212906, КПП 502901001";Осциллограф универсальный С1-125 рег. № 1127-87 С1-125 Тг2.044.028 ТУ;Осциллограф универсальный С1-125 рег. № 1127-87 С1-125 Тг2.044.028;ЗЕЛЁНЫЙ;False;False;;Осциллограф универсальный С1-125 рег. № 1127-87 С1-125 Тг2.044.028
44531;"ООО ""Ижора-Автоматика-Сервис"", ИНН 4719024696";Устройство отборное 016-200-ст20-Л(15с54бк) ТУ 4218-008-51216464-01;Устройство отборное 016-200-ст20-Л(15с54бк);ЗЕЛЁНЫЙ;False;False;;Устройство отборное 016-200-ст20-Л(15с54бк)
494613;"ООО ""Спецстрой-связь"", ИНН 6154138088";"Комплект телекоммуникационного оборудования УПАТС ""Протон-ССС"" КЮГН.465235.006ТУ Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.3118.201-АТС.ОЛ (изм.1)";"Комплект телекоммуникационного оборудования УПАТС ""Протон-ССС"" Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.3118.201-АТС.ОЛ (изм.1)";ЗЕЛЁНЫЙ;False;False;;"Комплект телекоммуникационного оборудования УПАТС ""Протон-ССС"" Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.3118.201-АТС.ОЛ (изм.1)"
250411;"ООО ""Промвентиляция-Сервис"", Россия, г.Тула, ИНН 7107040785, КПП 710701001, pv-s@tula.net";Переход 630х630/600х600, L=300мм из стали листовой холоднокатаной оцинкованной S=1,2мм 14918-2020, присоединение фланцевое ТУ 4863-004-12444529-2001;Переход 630х630/600х600, L=300мм из стали листовой холоднокатаной оцинкованной S=1,2мм 14918-2020, присоединение фланцевое;ЗЕЛЁНЫЙ;False;False;;Переход 630х630/600х600, L=300мм из стали листовой холоднокатаной оцинкованной S=1,2мм 14918-2020, присоединение фланцевое
216483;"ОАО ""Ридан"", Россия, г. Нижний Новгород, ИНН 5249071947, КПП 525901001, office@ridan.ru";"Клапан запорный радиаторный прямой Ду=15 мм, латунь Мs58 никелированный, Рраб.=1 МПа, Кvs=2,5 м3/час, штуцерное присоединение, рабочая среда - ""вода промышленная"" Тмакс.=120 С, арт. 003L0144 RLV";"Клапан запорный радиаторный прямой Ду=15 мм, латунь Мs58 никелированный, Рраб.=1 МПа, Кvs=2,5 м3/час, штуцерное присоединение, рабочая среда - ""вода промышленная"" Тмакс.=120 С, RLV";ЗЕЛЁНЫЙ;False;False;;"Клапан запорный радиаторный прямой Ду=15 мм, латунь Мs58 никелированный, Рраб.=1 МПа, Кvs=2,5 м3/час, штуцерное присоединение, рабочая среда - ""вода промышленная"" Тмакс.=120 С, RLV"
446942;"ООО ""Лайн ПРО"", Россия, г. Екатеренбург, ИНН 6671102675, КПП 667101001, 3102420@mail.ru";Светильник подвесной светодиодный, цвет белый, длина 400 мм, высота 100 мм, мощность 25 Вт, световой поток 2370 Лм, цветовая температура 3000К, IP 40, накладной монтаж, с блоком аварийного питания, арт.GN010018 LiNE-Pro ТУ 3461-001-04122562-2020;Светильник подвесной светодиодный, цвет белый, длина 400 мм, высота 100 мм, мощность 25 Вт, световой поток 2370 Лм, цветовая температура 3000К, IP 40, накладной монтаж, с блоком аварийного питания, LiNE-Pro;ЗЕЛЁНЫЙ;False;False;;Светильник подвесной светодиодный, цвет белый, длина 400 мм, высота 100 мм, мощность 25 Вт, световой поток 2370 Лм, цветовая температура 3000К, IP 40, накладной монтаж, с блоком аварийного питания, LiNE-Pro
142101;АО ПЭМИ, ИНН 6165007810;Бирка маркировочная для силовых кабелей свыше 1000В У135 У3,5 ТУ 3449-018-01394633-2015;Бирка маркировочная для силовых кабелей свыше 1000В У135 У3,5;ЗЕЛЁНЫЙ;False;False;;Бирка маркировочная для силовых кабелей свыше 1000В У135 У3,5
153209;"ЗАО ""Инновационная Энергетика"", Россия, Москва";Пункт секционирования автоматический АПС/NOVA-10-12,5/630-УХЛ1 ТУ 3414-001-77336621-2006 Комплектация по обосновывающему документу 4214.2.Р.04.ВЭЛ.000.000.ЭВ3.ОЛ (изм.1) инв.№845824;Пункт секционирования автоматический АПС/NOVA-10-12,5/630-УХЛ1 Комплектация по обосновывающему документу 4214.2.Р.04.ВЭЛ.000.000.ЭВ3.ОЛ (изм.1) инв.№845824;ЖЁЛТЫЙ;False;False;;Пункт секционирования автоматический АПС/NOVA-10-12,5/630-УХЛ1 Комплектация по обосновывающему документу 4214.2.Р.04.ВЭЛ.000.000.ЭВ3.ОЛ (изм.1) инв.№845824
344290;"ООО ""КОНВЕРК"", Россия, Москва, ИНН 7728316066, КПП 772801001, info@konwerk.ru";Мачта осветительная «Восход» МКОМ-2-420 PROKONWERK ТУ 27.40.39-001-51074655-2019;Мачта осветительная «Восход» МКОМ-2-420 PROKONWERK;ЗЕЛЁНЫЙ;False;False;;Мачта осветительная «Восход» МКОМ-2-420 PROKONWERK
57637;"ООО ""ВИРКЭН-РУС"", ИНН 3321017918";Сифон гофрированный VIR с нержавеющей чашкой для душевого поддона (Ф40/50) арт. 321 ТУ 4952-003-54639483-2006;Сифон гофрированный VIR с нержавеющей чашкой для душевого поддона (Ф40/50);ЗЕЛЁНЫЙ;False;False;;Сифон гофрированный VIR с нержавеющей чашкой для душевого поддона (Ф40/50)
31792;"ЗАО ""Росэлектропром Холдинг"", Россия, Санкт-Петербург, ИНН 7806151791, КПП 781101001, reph@reph.ru";Шкаф силовой распределительный ~380В, навесной размером 800(h)х600х200 (N+PE). ПР99 УХЛ3.1 IP54 НКУ.143.137-2005, ТУ 3433-003-71439231-2005;Шкаф силовой распределительный ~380В, навесной размером 800(h)х600х200 (N+PE). ПР99 УХЛ3.1 IP54 НКУ.143.137-2005;ЗЕЛЁНЫЙ;False;False;;Шкаф силовой распределительный ~380В, навесной размером 800(h)х600х200 (N+PE). ПР99 УХЛ3.1 IP54 НКУ.143.137-2005
150960;"ОАО ""НИИ ЛКП с ОМЗ ""Виктория"" , Россия, г.Хотьково, ИНН 5042008522, КПП 504201001, info@niilkp.ru";Бак красконагнетательный. Вместимость,л-10. Давление воздуха,МПа-0,06. Габариты,мм-306х306х640. БК-10ПН ТУ 3672-197-00209711-2006;Бак красконагнетательный. Вместимость,л-10. Давление воздуха,МПа-0,06. Габариты,мм-306х306х640. БК-10ПН;ЗЕЛЁНЫЙ;False;False;;Бак красконагнетательный. Вместимость,л-10. Давление воздуха,МПа-0,06. Габариты,мм-306х306х640. БК-10ПН
196316;"ООО ""ПолимерМаркет"", Россия, г. Курск";Лента ПЭ с липким слоем 0,100х50, Н, первый сорт ГОСТ 20477-86*;Лента ПЭ с липким слоем 0,100х50, Н, первый сорт ГОСТ 20477-86*;ЗЕЛЁНЫЙ;False;False;;Лента ПЭ с липким слоем 0,100х50, Н, первый сорт ГОСТ 20477-86*
94173;"ООО ""Аврорус"", Россия, Москва";Компьютер персональный Quad-Core Q8400, 4GB DDR3 PC3-10600, 500GB SATA HDD, DVD+/-RW, cardreader, keyboard, mouse, GigLAN, Win7Pro 64bit, MSOf 2010 prel. St. (replace WK070EA) (rlb) XT446ES, XT446ES, габаритные размеры, мм: 176х430х377 HP 6000 Pro XT446ES;Компьютер персональный Quad-Core Q8400, 4GB DDR3 PC3-10600, 500GB SATA HDD, DVD+/-RW, cardreader, keyboard, mouse, GigLAN, Win7Pro 64bit, MSOf 2010 prel. St. (replace WK070EA) (rlb) XT446ES, XT446ES, габаритные размеры, мм: 176х430х377 HP 6000 Pro XT446ES;ЖЁЛТЫЙ;False;False;;Компьютер персональный Quad-Core Q8400, 4GB DDR3 PC3-10600, 500GB SATA HDD, DVD+/-RW, cardreader, keyboard, mouse, GigLAN, Win7Pro 64bit, MSOf 2010 prel. St. (replace WK070EA) (rlb) XT446ES, XT446ES, габаритные размеры, мм: 176х430х377 HP 6000 Pro XT446ES
237576;"ООО ""Никель"", ИНН 7811137256";Добавка сухая укрепляющая ТУ 24.66.47-004-13881083-2018;Добавка сухая укрепляющая;ЗЕЛЁНЫЙ;False;False;;Добавка сухая укрепляющая
162958;"ОАО ""Краснодарский ЗИП"", Россия, г.Краснодар";Амперметр постоянногго тока с шунтомс пределом измерения 0-150А М-381 ТУ 25-04.3577-78;Амперметр постоянногго тока с шунтомс пределом измерения 0-150А М-381;ЖЁЛТЫЙ;False;False;;Амперметр постоянногго тока с шунтомс пределом измерения 0-150А М-381
218039;"ООО НПФ ""Корал"", Россия, Санкт-Петербург, ИНН 7825129287, КПП 783901001, coralspb@mail.ru";"Комплект оборудования рабочего места врача-стоматолога с вакуумной системой слюноотсос-пылесос. В составе: 1) кресло Дарта 1605; 2) БННП Дарта 1405; 3) гидроблок Дарта 1650; 4) светильник Дарта 1140; 5) компрессор Werther; 6) стул Дарта 1900; 7)столик Дарта 1310. Потребляемая мощность,кВт-0,9 ""ДАРТА"" ТУ 9452-001-53236398-2014";"Комплект оборудования рабочего места врача-стоматолога с вакуумной системой слюноотсос-пылесос. В составе: 1) кресло Дарта 1605; 2) БННП Дарта 1405; 3) гидроблок Дарта 1650; 4) светильник Дарта 1140; 5) компрессор Werther; 6) стул Дарта 1900; 7)столик Дарта 1310. Потребляемая мощность,кВт-0,9 ""ДАРТА""";ЗЕЛЁНЫЙ;False;False;;"Комплект оборудования рабочего места врача-стоматолога с вакуумной системой слюноотсос-пылесос. В составе: 1) кресло Дарта 1605; 2) БННП Дарта 1405; 3) гидроблок Дарта 1650; 4) светильник Дарта 1140; 5) компрессор Werther; 6) стул Дарта 1900; 7)столик Дарта 1310. Потребляемая мощность,кВт-0,9 ""ДАРТА"""
176598;"ООО Завод ""Промавтоматика"", Россия, г.Екатеринбург, ИНН 6670433297, КПП 667001001, zakaz@promavt.com";Соединение ниппельное ввертное НСВ14хG1/2, УХЛ1 ТУ 4218-013-01395839-01;Соединение ниппельное ввертное НСВ14хG1/2, УХЛ1;ЗЕЛЁНЫЙ;False;False;;Соединение ниппельное ввертное НСВ14хG1/2, УХЛ1
455798;"ООО ""ААА"", Россия, ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ, ИНН 8602298597, КПП 860201001, support@sofiadoors.com";Дверь скрытая Invisible от себя с полотном 1100х2300, правая, короб - анодированный алюминий, вариант обрамления проема - под строительный материал, полотно с алюминиевыми торцами с четырех сторон, облицовка - лак-акрилак белая матовая, оборудованная замком-защелкой с засовом и дополнительным запиранием ключом, с ручками для открывания, с элементами крепления. Цвет фурнитуры матовый хром. Ручка межкомнатная Touch матовый хром;Дверь скрытая Invisible от себя с полотном 1100х2300, правая, короб - анодированный алюминий, вариант обрамления проема - под строительный материал, полотно с алюминиевыми торцами с четырех сторон, облицовка - лак-акрилак белая матовая, оборудованная замком-защелкой с засовом и дополнительным запиранием ключом, с ручками для открывания, с элементами крепления. Цвет фурнитуры матовый хром. Ручка межкомнатная Touch матовый хром;ЗЕЛЁНЫЙ;False;False;;Дверь скрытая Invisible от себя с полотном 1100х2300, правая, короб - анодированный алюминий, вариант обрамления проема - под строительный материал, полотно с алюминиевыми торцами с четырех сторон, облицовка - лак-акрилак белая матовая, оборудованная замком-защелкой с засовом и дополнительным запиранием ключом, с ручками для открывания, с элементами крепления. Цвет фурнитуры матовый хром. Ручка межкомнатная Touch матовый хром
128600;"ООО ""Тульский Электромеханический Завод"", ИНН 7107088113";"Звено промежуточное 2ПР-7-1; ТУ 3449-018-40064547-01";Звено промежуточное 2ПР-7-1;ЗЕЛЁНЫЙ;False;False;;Звено промежуточное 2ПР-7-1
151231;"ЗАО ""ЭКСИС"", Россия, Москва";Термогигрометр, диапазон измерения относительной влажности, %: 0...99, диапазон измеряемых температур, оС: -20...+50, напряжение питания, В: 2,4, габаритные размеры блока измерения, мм: 120х85х35 ИВТМ-7 М 3-Д-В ТУ 4311-001-70203816-11;Термогигрометр, диапазон измерения относительной влажности, %: 0...99, диапазон измеряемых температур, оС: -20...+50, напряжение питания, В: 2,4, габаритные размеры блока измерения, мм: 120х85х35 ИВТМ-7 М 3-Д-В;ЖЁЛТЫЙ;False;False;;Термогигрометр, диапазон измерения относительной влажности, %: 0...99, диапазон измеряемых температур, оС: -20...+50, напряжение питания, В: 2,4, габаритные размеры блока измерения, мм: 120х85х35 ИВТМ-7 М 3-Д-В
154340;"ЗАО ""Турботект"", Россия, Санкт-Петербург";"Переходник для подключения изделий МЗУ, УСМ к маслобакам. Гидравлическая система ""Т"". ТТР 30.000.250";"Переходник для подключения изделий МЗУ, УСМ к маслобакам. Гидравлическая система ""Т"". ТТР 30.000.250";ЖЁЛТЫЙ;False;False;;"Переходник для подключения изделий МЗУ, УСМ к маслобакам. Гидравлическая система ""Т"". ТТР 30.000.250"
